ID,Inventor,Recency,Frequency,Monetary
568,C·A·格鲁,1323,1,0.40071635847968046
569,C·A·海吉斯,63,1,0.3324149933383354
570,C·A·福斯,609,1,0.334061638777019
571,C·A·福斯特,1939,1,0.31925811674892957
572,C·B·斯皮内利,2571,1,0.4759688567258533
573,C·B·班特,189,2,0.48990075030374935
574,C·C·布兰德三世,1918,1,0.9298484868829959
575,C·C·阿塔纳索埃,147,2,0.3235044425144672
576,C·D·帕特尔,679,1,0.6204505531628131
577,C·D·瑞普,794,2,0.736399796310968
578,C·D·贾内利,185,1,0.4033937908100011
579,C·E·弗朗斯,2012,1,0.5
580,C·E·贝勒尔,1333,1,0.36334362865536424
581,C·E·里金德斯,304,3,0.43815933772368626
582,C·F·阿巴里,787,2,0.42791461153710453
583,C·G·凯勒,1060,2,0.3382693188076592
584,C·H·施米特门,7408,1,0.36143482869289156
585,C·H·朴,1396,1,0.32682429684967523
586,C·I·施耐德,574,2,0.6610557067923457
587,C·J·休斯,1074,1,0.46067368833180744
588,C·J·哈梅林克,1291,1,0.4248279562039851
589,C·J·夏米,1991,2,0.3835675705976661
590,C·J·帕克斯顿,983,1,0.7070734622342217
591,C·J·森诺特,357,1,0.3362966810223057
592,C·J·比布,1092,1,0.8548301165614912
593,C·J·波什,574,1,0.3520821410619901
594,C·J·蒙克贝里,700,1,0.3925155817561765
595,C·J·邦诺特,395,2,0.37193956261718164
596,C·L·厄斯特勒林,2236,1,0.4283761930037715
597,C·L·厄斯特赖恩,1781,1,0.7036945354271825
598,C·L·小霍尔,1886,1,0.38421620557012726
599,C·L·扎卡里,1967,1,0.4318534840542369
600,C·L·海伊,175,1,0.3925903085871691
601,C·L·舒曼,707,1,0.3080769556912941
602,C·M·巴斯托斯,3201,1,0.32425759583858405
603,C·M·杜卡茨,2002,1,0.3746645897688668
604,C·M·楚瑞,94,1,0.662562183139892
605,C·M·费尔腾伯格,280,1,0.42104023201764834
606,C·M·赫鲁施卡,556,1,0.44927247533742426
607,C·M·阿莫德奥,28,1,0.37159012749487136
608,C·P·本森,2977,3,0.35935527831350617
609,C·P·查尔德,77,1,0.36304139461659046
610,C·P·柴尔德,434,1,0.38785932499169734
611,C·R·Q·陈,395,1,0.9180829126188005
612,C·R·凯斯迈尔斯,87,2,0.40326442441906685
613,C·R·博日,420,1,0.32023308891639524
614,C·R·阿瓜约冈萨雷斯,2222,1,0.7187527558650476
615,C·S·古拉姆,1036,1,0.4087021486932029
616,C·S·赖特,962,1,0.7162420665495473
617,C·T·扎戈尔斯基,1949,1,0.7770844740083087
618,C·T·艾弗里,2380,1,0.7284198245587855
619,C·V·戈德曼-申哈,1631,6,0.5657706758029434
620,C·W·吉布斯,189,1,0.33831789521198447
621,C·W·威尔博恩,2443,1,0.5496481311148717
622,C·W·林赛,1477,1,0.35029542758716536
623,C·Y-R·郭,1393,1,0.3476128383140732
624,C·丹尼尔森,549,1,0.3275903443074828
625,C·乔巴德,199,1,0.358228903676009
626,C·云韦伦,2243,1,0.5001385482486826
627,C·伯恩鲍姆,332,1,0.5479674064199651
628,C·佩克,1274,1,0.7251309280830638
629,C·克勒索,1869,2,0.35113132747051157
630,C·克罗伊索,574,2,0.40444550671398954
631,C·克里斯滕森,2655,1,0.47275911734532056
632,C·兹宾斯基,1722,1,0.36537439126362825
633,C·内斯,637,1,0.35955187636007824
634,C·刘,266,1,0.6433561126344811
635,C·努古特伦,497,1,0.3279913399722083
636,C·卡塞,1242,1,0.33114824986757596
637,C·卢伊佐斯,1228,1,0.9047559319329984
638,C·卢卡斯-克莱门茨,52,1,0.4910966475070804
639,C·古拉姆,154,3,0.4477597445570256
640,C·古特,1246,1,0.35275947702243626
641,C·哈伊,2492,2,0.6361330419901595
642,C·哈斯,675,1,0.4634958646726895
643,C·哈斯贝格,2079,1,0.3121850410270889
644,C·哈瑟-舒尔茨,689,1,0.47760179954752746
645,C·哈贝尔,836,1,0.3414603219225811
646,C·埃德格伦,2928,3,0.6443935119476194
647,C·塔科里迪韦尔热,3019,1,0.3646620132667943
648,C·奥斯皮纳-希克,308,1,0.34717426431982773
649,C·威克曼,248,1,0.3144424190440955
650,C·巴特利特,955,1,0.35345319264747416
651,C·布伦德尔,336,2,0.33941133102793547
652,C·布尔克尔,420,1,0.3236625451783545
653,C·布莱克莫尔,791,1,0.37901720735437805
654,C·布莱奥塔,514,1,0.4538148845443767
655,C·弗洛尔克洛,1879,1,0.47326128128070116
656,C·弗罗因德,378,1,0.38571141505656364
657,C·德夫里斯,1963,1,0.3215409308869764
658,C·德耶拉希-切克,308,2,0.4803573744300226
659,C·恒松,392,1,0.32616771290116275
660,C·戈塞尔斯贝格尔,787,1,0.7188217595519623
661,C·戈洛布,507,1,0.3639209024789079
662,C·戴维斯,2432,1,0.43528700765049627
663,C·拉特格贝尔,66,1,0.32123010287998605
664,C·拜恩,1883,1,0.3856470254454265
665,C·斯库平,493,3,0.5478736083741867
666,C·斯特姆,255,1,0.6987116165178459
667,C·施塔克,1788,1,0.4058437689613066
668,C·施温根施洛格尔,5049,1,0.35977461066476435
669,C·昂维多尔本,1302,1,0.31092565775367587
670,C·曼纳,1008,2,0.5187848402591085
671,C·朗内斯,434,1,0.488995370613461
672,C·朗根施密德,1477,1,0.32099963403935183
673,C·朗格莱,469,2,0.4817957223655446
674,C·杨,1246,1,0.34317807940639034
675,C·桑德斯特伦,640,1,0.33667777185968
676,C·梅,343,2,0.39854939252713195
677,C·梅尔斯,2711,1,0.3388050354895699
678,C·沃尔,549,3,0.3887758631377236
679,C·海勒,1400,1,0.7182817583821047
680,C·海因策曼,682,1,0.3271659167145355
681,C·海因茨曼,626,1,0.36536907581531924
682,C·玛嘉,280,1,0.7359278989863031
683,C·玛祖尔,59,1,0.3031982966441563
684,C·瓦莱斯皮-冈萨雷斯,2331,1,0.31317789898728926
685,C·盖德,259,2,0.8544801871575749
686,C·科克勒埃尔,308,1,0.3369621114007415
687,C·科诺普卡,388,1,0.39749854439776094
688,C·穆纳辛格,2495,1,0.5828245473315258
689,C·米什拉,497,1,0.5204431221605552
690,C·纳瓦罗德里格斯,395,2,0.5510551647507973
691,C·维尔特,2093,1,0.3615002202404092
692,C·维辛,1330,2,0.3974906761217062
693,C·胡布曼,896,1,0.4103772604087363
694,C·舒尔茨-林克霍尔特,927,1,0.33043247155241456
695,C·芒然,1449,1,0.997520139280386
696,C·萨托里,836,1,0.3159152163355743
697,C·蒂洛,451,5,0.4472955601201211
698,C·西普尔,1837,1,0.35603131601713506
699,C·诺贝,59,1,0.35783232901721923
700,C·贝尔塔,147,1,0.5611846076652388
701,C·赫尔科斯特,2404,2,0.5897146650445679
702,C·赫弗龙,1137,2,0.3745504209047753
703,C·辛,357,1,0.36966633514226244
704,C·迪克乐,122,2,0.6300267551406373
705,C·阿普特,1536,1,0.34146933846535454
706,C·雄,1428,1,0.4927137974749818
707,C·雅斯佩,2942,2,0.39602942488678927
708,C·霍瓦特,339,1,0.3457915769549294
709,C·韦伯,21,1,0.4300672207856943
710,C·颜,2425,1,0.7455692150943765
711,D.A.T.卡瓦尔坎蒂,2620,1,0.3496324105172485
712,D.A.克瑞格,504,1,0.3876054939351499
713,D.B.麦克利恩,983,1,0.34240963791197826
714,D.D.卡斯特尔曼,868,1,0.328211014721805
715,D.H.西尔弗,707,3,0.4935913553113413
716,D.H.西尔沃,1081,1,0.4153965086077219
717,D.I.F.弗格森,2187,2,0.3462634029451218
718,D.K.格里姆,521,2,0.6178336618465965
719,D.M.西岛,1827,1,0.5069453863804647
720,D.N.范德卢格特,1291,1,0.3294971107092408
721,D.R.海,1928,2,0.5106588818586666
722,D.R.莫勒,448,1,0.32226662452443705
723,D.S.赫米纳马蒂内兹,1169,1,0.5
724,D.S.雅各布斯,1715,1,0.3387547847609908
725,D.S.霍尔,1564,1,0.7043281108033218
726,D.W.约翰逊,2380,1,0.3315800836548976
727,D.劳德苏斯,605,1,0.37261541010018423
728,D.史密斯,682,2,0.44535672194339904
729,D.哈默施米特,3362,1,0.3226380781223989
730,D.埃布纳,1365,1,0.3329567282333445
731,D.多尔戈夫,1729,2,0.5873671772436793
732,D.巴登,1407,1,0.552165861537495
733,D.帕尔,392,1,0.5599290626838724
734,D.帕蒂,1991,1,0.33621739201224937
735,D.李,759,2,0.7908278469509742
736,D.杜夫,1008,1,0.33011456310514603
737,D.沙皮拉,966,1,0.3251665861329855
738,D.瓦西洛夫斯基,448,4,0.437904946112939
739,D.策姆佩特齐斯,983,1,0.38481106497949863
740,D.芒宁,560,1,0.3378101103592473
741,D.莱曼,3670,1,0.3659682270448592
742,D.赖曼,1267,2,0.38908848436918586
743,D·A·加里蒂,385,1,0.3159595656467105
744,D·A·哈特,861,1,0.3780716021232007
745,D·A·帕尔默,1015,8,0.42616586968775544
746,D·A·德米安契克,584,1,0.3654808077068601
747,D·A·施瓦茨,192,1,0.3173653902852229
748,D·A·贝多因,192,2,0.4403119830119362
749,D·B·安塔奈蒂斯,2264,1,0.4497536338763568
750,D·B·李,1183,1,0.32326494203991546
751,D·B·波罗克,3376,2,0.4691287642242514
752,D·B·赫特森,2404,1,0.3952904717079491
753,D·C·卡莫伦,2977,1,0.40076783262530175
754,D·C·约翰逊,245,1,0.31491471138690547
755,D·D·本-达扬鲁宾,1746,1,0.5
756,D·E·坦纳,742,1,0.4085505031173115
757,D·E·威廉姆斯,514,2,0.6465843929642554
758,D·E·布里维,5609,1,0.4782118875002291
759,D·E·拉德曼,1445,1,0.34048017022553795
760,D·F·伊泽勒,637,1,0.48475369730370665
761,D·F·罗伊特,864,3,0.49067360266970067
762,D·F·莫亚诺,1155,1,0.3510498465660058
763,D·H·史密斯,2002,1,0.3394030594307283
764,D·J·哈里曼,703,2,0.35418648409019937
765,D·J·布洛尔,8997,1,0.4185059463537058
766,D·J·福格兰特,1648,1,0.6635408085070027
767,D·K·格林姆,1620,2,0.5261101087578846
768,D·K·格里姆,154,1,0.4580441333843983
769,D·K·肯尼迪,3005,1,0.491374510236337
770,D·K·迪奥普,987,1,0.9667950051042229
771,D·L·威尔克,325,2,0.5568612710641092
772,D·M·Y·布鲁内尔,1687,1,0.47359311851103825
773,D·M·万特雷斯,1260,1,0.47755067655709343
774,D·M·塔克,189,2,0.4328291792255537
775,D·M·巴德赫卡,31,1,0.9754883468511939
776,D·M·罗德里格斯,777,1,0.3203242232401757
777,D·M·贝恩,2432,1,0.33523881808264205
778,D·N·奥利弗,672,1,0.7836167971803143
779,D·N·赫尔顿,325,1,0.893072526424106
780,D·P·霍尔德曼,693,1,0.41665264367891186
781,D·R·切里顿,1123,1,0.3297409653651523
782,D·R·加西亚·加西亚,1309,1,0.313799219220137
783,D·R·卡夫,227,1,0.33893187185346674
784,D·R·塞尔维阿,1596,1,0.4776144836863617
785,D·R·琼沃思,2471,2,0.3325796363709976
786,D·R·谢里顿,322,1,0.3410566869591666
787,D·S·康,1837,1,0.5737414322956018
788,D·S·霍尔,112,3,0.6534994153025934
789,D·S·霍尔茨,3187,1,0.3915827999766527
790,D·V·科尔切夫,1648,1,0.4393355121027443
791,D·W·小基德韦尔,1379,1,0.648715316512039
792,D·W·敏提尔,3768,1,0.40826104886859527
793,D·W·普利斯,259,1,0.7822380125952865
794,D·W·瓦恩,1036,1,0.34067689589861017
795,D·W·贝利,1599,1,0.4466102601957877
796,D·X·马,45,2,0.5434553830553206
797,D·亚当斯,1088,1,0.5327710258240395
798,D·亚萨伊,630,1,0.3361208792086609
799,D·亨兹,94,1,0.3382057536468128
800,D·伊泽勒,1631,1,0.4520482045530723
801,D·伦茨,833,1,0.35002352403331427
802,D·伯奈蒂,889,1,0.812364738351842
803,D·伯维兹,255,1,0.4933697419015378
804,D·克劳克,745,1,0.3270252512164083
805,D·克尔纳,570,3,0.3752112170396516
806,D·冈萨雷斯鲍蒂斯塔,269,2,0.6939659677112433
807,D·利鲍,1407,1,0.3359864812752587
808,D·加西亚,714,1,0.36443165799607147
809,D·勒德勒,693,1,0.39082608040910505
810,D·博纳特,637,1,0.6300526067879687
811,D·古尔德,10,2,0.42152816481635225
812,D·史密斯,24,2,0.38461211831220077
813,D·吉尔施,497,1,0.32123453946514924
814,D·哈塞特,1494,1,0.3870727945645415
815,D·哈默施密特,2065,1,0.5352700537114895
816,D·埃尔默,1081,1,0.3546412483693738
817,D·埃拉德,192,6,0.4968948488657365
818,D·基什,35,2,0.354518349779923
819,D·塔克,346,1,0.5099804494233525
820,D·塔拉卡诺夫,80,1,0.934138835936987
821,D·塔纳纳伊夫,280,1,0.3691474605479429
822,D·塞凯拉,787,1,0.42310843375202994
823,D·夏尔玛,147,2,0.4544660018879815
824,D·多尔戈夫,3096,2,0.3336688484740277
825,D·奥伯迈尔,651,1,0.8121973040772171
826,D·奥基夫,966,2,0.3597079595414656
827,D·奥登塔尔,1228,1,0.32943152297156636
828,D·威尔伯斯,969,1,0.3498922534990156
829,D·尚克,2212,1,0.8969823884183549
830,D·尤达诺夫,469,1,0.5576397284805517
831,D·尼斯特,1449,2,0.36137442761520355
832,D·屈施纳,2725,1,0.64960572962396
833,D·巴伦苏埃拉,2830,1,0.6930746810074132
834,D·巴尔比埃里,339,1,0.5315717430404483
835,D·巴特尔特,2443,1,0.44191764981311793
836,D·巴登,119,1,0.3327498311459647
837,D·巴维什,1067,2,0.41390769885332096
838,D·布雷克曼斯,1032,1,0.4061997610545397
839,D·帕拉托夫,969,1,0.7780054936629526
840,D·帕蒂,780,1,0.34602469052866947
841,D·弗洛雷斯塔皮亚,1589,1,0.36289256985911156
842,D·德布瑞恩,458,1,0.45237371917412006
843,D·德罗特勒夫,1697,1,0.3623906196896951
844,D·德通,983,1,0.47489047935736534
845,D·戈梅斯古铁雷斯,1032,1,0.30327492863926603
846,D·戴,623,1,0.6336162295482646
847,D·拉塞尔瓦,717,2,0.5130542810574698
848,D·拉姆普曼,752,1,0.3427343441152117
849,D·拉尔森,252,1,0.34329210051048326
850,D·拉帕瑞里,1260,1,0.3535578451496046
851,D·拉贝尔,1312,1,0.4642188497286056
852,D·斯特马,248,1,0.38666530704667457
853,D·斯蒂格迈尔,402,1,0.35624542218893307
854,D·斯里瓦斯塔瓦,1753,1,0.5315693923024518
855,D·施里弗,416,1,0.3510247715663608
856,D·昆加尔,910,1,0.5341051395592453
857,D·普夫吕格尔,735,1,0.31413704935520576
858,D·普法伊费尔,1267,2,0.3661875635066494
859,D·普洛芬蒂奈尔,1120,1,0.8141338557679475
860,D·本大卫,1197,1,0.3210967906705523
861,D·李维,1879,1,0.3984958866058575
862,D·杜沙,3649,1,0.5577789324673618
863,D·格罗斯,1732,1,0.3398025514578658
864,D·格莱维,38,1,0.44476748674443384
865,D·梅尼科维奇,595,2,0.31662766078205357
866,D·梅斯特,1148,1,0.5825311084804542
867,D·比斯瓦斯,2341,1,0.31820278704651866
868,D·沃尔巴拉克,378,1,0.3997618803622774
869,D·沙巴赫,1386,1,0.4728942875717567
870,D·波尔,787,1,0.3308241394560277
871,D·波尔曼,1050,1,0.5190019721409821
872,D·泰罗,248,1,0.3698690468347259
873,D·泰鲍尔特,105,1,0.6528008902284664
874,D·洛帕廷,80,1,0.5108309118111636
875,D·洛特斯,987,5,0.4635837862192346
876,D·滕塞柳斯,276,1,0.4681441235343325
877,D·潘嫩,752,1,0.9913893747583884
878,D·特克,423,1,0.34744973808939594
879,D·特罗菲莫夫,616,1,0.3283924364897808
880,D·瓦尔多恩,1176,1,0.3260619896640371
881,D·瓦西洛夫斯基,98,4,0.4130966397521737
882,D·福格特,346,1,0.31140070184939733
883,D·福特迈尔,2026,1,0.3540538705029562
884,D·科兹洛夫,77,1,0.8702538180068906
885,D·米勒,304,1,0.34542854951742735
886,D·米哈洛普洛斯,28,2,0.5864508862957489
887,D·约翰斯通,357,1,0.33667459583411846
888,D·维尔贝斯,1144,1,0.7322012068742083
889,D·维格纳,248,1,0.3413409507514878
890,D·罗伊,703,1,0.392165289949426
891,D·耶德卢里,1641,1,0.3524675014405192
892,D·艾蒂安努,143,1,0.9638438739944568
893,D·范巴尔,507,1,0.35892580101203436
894,D·范德克,1603,4,0.3552425319114377
895,D·萨洛南,1494,1,0.3801268018408047
896,D·诺林,448,2,0.6568929551090357
897,D·贝奇,224,1,0.6951430163022109
898,D·达斯·萨玛,1456,1,0.360898988189557
899,D·里特,892,2,0.36058477660903976
900,D·阮,1228,1,0.338782677105481
901,D·阿巴蒂,171,1,0.3440512211064968
902,D·陈,1743,1,0.4303743766206664
903,D·雷吉韦尔,693,1,0.4015813865880702
904,D·雷曼,948,2,0.46307931070250175
905,D·麦地那,189,1,0.3519431299795082
906,D·麦基尔罗伊,483,1,0.3770028038121879
907,E.N.法拉格,584,1,0.37096915390795865
908,E.R.韦斯特维尔特,2012,1,0.8997661277519886
909,E.切努,3516,1,0.32512709361462155
910,E.哈塞尔斯泰纳,1001,1,0.37381879234966686
911,E.奇,1085,1,0.32002184568866293
912,E.斯塔克,1018,3,0.4566088404058
913,E.本雅科夫,675,1,0.39135720258348167
914,E.茨尔克尔-汉科克,2327,1,0.3475857500139217
915,E.莫德凯,1050,2,0.5986347836146682
916,E.莫德柴,595,1,0.3202493872805616
917,E.莫德海,602,1,0.35271132926204374
918,E.莱维坦,836,1,0.340886987782416
919,E.贝斯诺因,2425,1,0.967857030340642
920,E.达甘,1704,2,0.4278617941122419
921,E.雷赫曼,1197,1,0.8716793979786245
922,E.齐克尔-汉科克,1067,1,0.3433722804863215
923,E.齐尔克尔-汉科克,1218,1,0.3875594562616787
924,E.齐林斯基,1477,1,0.6735323605205754
925,E·B·奈斯,364,1,0.3378178139087231
926,E·C·塞弗,84,1,0.3420495999460685
927,E·E·克鲁格,2058,1,0.40045097234357074
928,E·E·阿伊丘,1183,1,0.4311952001727998
929,E·G·彼得森,976,1,0.6515863820795429
930,E·J·塞贝尔,332,1,0.4818965523613282
931,E·J·金,1302,1,0.3706457233503458
932,E·K·F·元,1323,1,0.4710765975051649
933,E·L·戴克,766,1,0.45703687378266267
934,E·L·拉斐尔,1403,1,0.9514446957174607
935,E·M·沃尔夫,122,2,0.4597633577191479
936,E·M·皮特,2019,1,0.43547715274319987
937,E·O·克拉珀,7401,1,0.40201336699362944
938,E·P·克努森,987,2,0.34883859160935904
939,E·R·塞克索尔,906,1,0.9184606828839574
940,E·R·门德斯罗德里格斯,161,1,0.37210399532248073
941,E·R·霍尔,714,1,0.332395536397034
942,E·T·海尔,2026,1,0.5107290287405015
943,E·T·蒂罗拉,157,3,0.5808048001634479
944,E·V·索洛多夫尼克,910,1,0.34375257399698755
945,E·Y·列维,322,1,0.3149833824420927
946,E·Z·梅奎因特,262,1,0.589894080772
947,E·付,297,1,0.6742870697780101
948,E·伊利瓦,714,1,0.9424732930942488
949,E·伊日科维奇,1620,1,0.42407456798531756
950,E·克林格,3138,1,0.3118931070184161
951,E·切努,5364,1,0.3534504398956344
952,E·努维塔蒂,2117,1,0.6810208994070645
953,E·勒加尔,6253,1,0.357300690705303
954,E·卡弗,28,1,0.49209054589008105
955,E·卡达米齐斯-提奥菲洛,185,1,0.33537866008963313
956,E·卢汉,1732,1,0.39839803254514267
957,E·古贝尔斯,819,2,0.5240800915797696
958,E·哈希米,1284,1,0.4092171156945348
959,E·塞勒,1498,1,0.7598543253083606
960,E·巴赫曼,38,1,0.4211616270803535
961,E·布兰森,1575,5,0.42212510799261416
962,E·布雷尔,672,1,0.4433091428566933
963,E·布鲁斯,1008,1,0.49323981560702906
964,E·弗伦奇,287,1,0.4171519983103902
965,E·弗拉佐利,637,1,0.34738656233229154
966,E·弗朗西斯,4664,1,0.3302261630444685
967,E·德拉加尔扎维拉里尔,504,1,0.40365594601122556
968,E·戴维斯,1953,1,0.30977390155599266
969,E·拉夫烈茨基,2026,1,0.749119443002919
970,E·提罗什,794,1,0.5849204586642381
971,E·斯塔克,105,1,0.45076511783866074
972,E·杜马尼斯,234,1,0.36762953987620683
973,E·松塔格,1302,1,0.3914450260227101
974,E·林德,2369,1,0.45442044702797957
975,E·林德伯格·尼尔森,633,4,0.3623632702008166
976,E·查托特,5301,1,0.3822885446533788
977,E·桑德堡,1071,1,0.3436649344128829
978,E·泽勒,1158,1,0.7301844227761932
979,E·维埃拉,784,1,0.5803211904033762
980,E·维尔特杰,794,1,0.39057128654949336
981,E·维瑟,1232,1,0.32582734895080046
982,E·苏尼,1039,1,0.6134274226339389
983,E·范博希门,1197,1,0.3493250364366115
984,E·范维克,1883,1,0.7213182424627199
985,E·茹兰,1494,2,0.3324903504604908
986,E·莫拉迪帕里,717,1,0.3258069237981863
987,E·蒂泽凯尔-汉考克,2453,1,0.5447382559045344
988,E·蒂罗拉,850,1,0.39673894110418334
989,E·西蒙,1543,1,0.5006788200101546
990,E·西蒙斯,147,1,0.36137293683749183
991,E·贝延利德,17,1,0.7026175042671422
992,E·采斯恩,1732,1,0.47299540009270313
993,E·里德尔,1214,1,0.3987446207903964
994,E·里斯,1886,1,0.33409832970137643
995,E·阿比亚克勒凯,1351,1,0.8770678034038746
996,E·霍克斯特拉,136,1,0.8236186844415616
997,E·霍维茨,5371,3,0.37781386376463094
998,E·马伽罗巴尔巴斯,490,1,0.835364281062628
999,E·马可洛夫,857,1,0.3537111444662632
1000,E·黑莫,259,1,0.5289112399252412
1001,F-C·马泰伊,2564,1,0.7184645260716742
1002,F-X·马尔梅,1288,2,0.38265518518488195
1003,F.A.拉蒂夫,903,1,0.34075925140699903
1004,F.S.艾哈迈德,1277,1,0.754738554152117
1005,F.休格,574,1,0.9621173187881726
1006,F.伯格,507,1,0.34055534444477026
1007,F.彼得斯哈根,1396,1,0.36470873381067814
1008,F.白,1151,1,0.35591740150212603
1009,F.纽卡特,1344,1,0.41661050920825343
1010,F.胡格,784,1,0.38894273585899203
1011,F.莫内斯捷,1389,1,0.31257472210657533
1012,F.贝尔,483,1,0.6863942065079991
1013,F.霍夫曼,1494,1,0.50531230306181
1014,F·A·穆吉卡,227,1,0.4493512302006955
1015,F·B·梅萨蒂,357,1,0.9930038182114346
